Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Service_Unit_Name,Service_Unit_Definition,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-FA-008-01-01,CAT-FA-008,CAT-FA-008,Professional Memberships & Dues,"Manage corporate memberships and dues including renewals, approvals, and payment processing while maintaining entitlement records. The primary frontline role is an Administrative Coordinator. SLAs typically include renewal timeliness, record accuracy, and invoice/payment processing turnaround time.",Async,T&M,Hour,Staff Accountant,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-008-01-02,CAT-FA-008,CAT-FA-008,Subscriptions & Renewals Administration,"Track subscriptions and renewals across business units, coordinate owner confirmations, and process renewals to prevent service lapses. The primary frontline role is a Subscriptions Administrator. SLAs commonly include renewal on-time rate, entitlement accuracy, and issue resolution time for lapses.",Async,T&M,Hour,Staff Accountant,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-009-01-01,CAT-FA-009,CAT-FA-009,Category Management Support Services,"Run sourcing and category management workflows such as spend analysis, RFx events, negotiation support, and supplier selection documentation. The primary frontline role is a Sourcing Analyst or Category Manager. SLAs commonly include sourcing cycle time, savings documentation quality, and stakeholder milestone adherence.",Async,T&M,Hour,EDD_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-009-01-02,CAT-FA-009,CAT-FA-009,Contract Negotiation Support Services,"Provide the 'Contract Negotiation Support Services' service as an outsourced workflow within the Procurement Operations domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Env_Compliance_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-009-01-03,CAT-FA-009,CAT-FA-009,Procurement Analytics & Reporting Services,"Provide the 'Procurement Analytics & Reporting Services' service as an outsourced workflow within the Procurement Operations domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Env_Compliance_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-009-01-04,CAT-FA-009,CAT-FA-009,Purchase Order & Requisition Processing,"Process purchase requisitions, create and manage purchase orders, handle PO exceptions and confirmations in ERP/P2P systems. The primary frontline role is a Purchase Order Specialist. Typical unit of output is a processed PO or resolved exception. SLAs focus on PO processing time, touchless rate, and exception resolution time.",Async,T&M,Hour,Env_Compliance_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-009-01-05,CAT-FA-009,CAT-FA-009,Strategic Sourcing Support Services,"Run sourcing and category management workflows such as spend analysis, RFx events, negotiation support, and supplier selection documentation. The primary frontline role is a Sourcing Analyst or Category Manager. SLAs commonly include sourcing cycle time, savings documentation quality, and stakeholder milestone adherence.",Async,T&M,Hour,EDD_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-009-01-06,CAT-FA-009,CAT-FA-009,Supplier Onboarding & Enablement Services,"Onboard suppliers into procurement systems and manage enablement tasks such as portal training, compliance checks, and issue resolution. The primary frontline role is a Supplier Enablement Specialist. SLAs commonly include onboarding turnaround time, data accuracy, and supplier adoption/compliance rates.",Async,T&M,Hour,Env_Compliance_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-009-01-07,CAT-FA-009,CAT-FA-009,Supplier Performance Management Support,"Support supplier performance workflows including KPI tracking, scorecards, QBR preparation, and issue/risk tracking coordination. The primary frontline role is a Supplier Performance Analyst. SLAs include reporting cadence, data accuracy, and issue closure cycle time.",Async,T&M,Hour,EDD_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-009-01-08,CAT-FA-009,CAT-FA-009,Supplier Risk & Compliance Operations,"Onboard suppliers into procurement systems and manage enablement tasks such as portal training, compliance checks, and issue resolution. The primary frontline role is a Supplier Enablement Specialist. SLAs commonly include onboarding turnaround time, data accuracy, and supplier adoption/compliance rates.",Async,T&M,Hour,Env_Compliance_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-010-01-01,CAT-FA-010,CAT-FA-010,Budgeting & Forecasting Support,"Support budgeting and forecasting cycles by collecting inputs, updating models, and preparing variance and scenario analyses. The primary frontline role is an FP&A Analyst. SLAs commonly include cycle milestone timeliness, model accuracy checks, and stakeholder response times.",Async,T&M,Hour,FP&A_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-010-01-02,CAT-FA-010,CAT-FA-010,Management Reporting Services,"Produce recurring finance reports and dashboards by compiling data, validating variances, and distributing standardized outputs. The primary frontline role is a Reporting Analyst. SLAs typically include reporting timeliness, data accuracy, and variance explanation completeness.",Async,T&M,Hour,EDD_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-011-01-01,CAT-FA-011,CAT-FA-011,Business License & Permit Fees Administration,"Administer business license and permit fee processes by tracking renewal dates, preparing submissions, and coordinating payments. The primary frontline role is a Licensing Administrator. SLAs commonly include renewal timeliness, submission accuracy, and lapse/penalty avoidance.",Async,T&M,Hour,Staff Accountant,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-011-01-02,CAT-FA-011,CAT-FA-011,Corporate Income Tax Compliance,"Prepare and file corporate income tax deliverables, gathering supporting data and coordinating returns and workpapers across jurisdictions. The primary frontline role is a Corporate Tax Analyst. SLAs typically include filing deadline compliance, calculation accuracy, and issue resolution turnaround time.",Async,T&M,Hour,EDD_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-011-01-03,CAT-FA-011,CAT-FA-011,Indirect Tax & VAT/Sales Tax Compliance,"Calculate and support filings for indirect taxes (sales/use/VAT), maintaining tax codes and resolving transactional tax exceptions. The primary frontline role is an Indirect Tax Specialist. SLAs commonly include filing timeliness, exception resolution time, and audit/penalty avoidance through accuracy controls.",Async,T&M,Hour,Tax_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-011-01-04,CAT-FA-011,CAT-FA-011,Statutory Business Taxes,"Process statutory business taxes and government charges that are mandated by jurisdiction, coordinating filings or payments as required. The primary frontline role is a Statutory Payments Specialist. SLAs typically include on-time payment/filing, documentation completeness, and exception resolution time.",Async,T&M,Hour,Env_Compliance_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-012-01-01,CAT-FA-012,CAT-FA-012,Cash Management & Positioning,"Support daily cash positioning by collecting bank balances, updating cash forecasts, and reconciling cash movements. The primary frontline role is a Treasury Operations Analyst. SLAs typically include daily reporting timeliness, reconciliation accuracy, and exception resolution time.",Async,T&M,Hour,Treasury_Analyst,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-012-01-02,CAT-FA-012,CAT-FA-012,"Payments, Wires & Bank Operations","Execute payments and bank operations such as wire initiation support, bank file processing, and bank account maintenance controls. The primary frontline role is a Payments Operations Specialist. SLAs commonly include transaction accuracy, cutoff-time adherence, and issue resolution time for failed payments.",Async,T&M,Hour,Env_Compliance_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-012-01-03,CAT-FA-012,CAT-FA-012,Payroll Processing Services,"Calculate and run payroll cycles, validate inputs, and resolve payroll exceptions to ensure accurate, on-time pay. The primary frontline role is a Payroll Processor. SLAs typically include on-time payroll completion, error rate, and time-to-resolve payroll tickets.",Async,T&M,Hour,Expense_Processor,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-012-01-04,CAT-FA-012,CAT-FA-012,Payroll Tax & Statutory Compliance Services,"Operate HR-adjacent payroll support tasks such as payroll query handling, data validation, and coordination with payroll processing teams. The primary frontline role is a Payroll Support Specialist. SLAs typically include ticket response time, resolution accuracy, and cutoff compliance for change requests.",Async,T&M,Hour,Env_Compliance_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-FA-012-01-05,CAT-FA-012,CAT-FA-012,Time & Attendance Administration,"Maintain timekeeping and attendance workflows, including timesheet validation, approvals support, and exception correction. The primary frontline role is a Time & Attendance Administrator. SLAs commonly include correction turnaround time, data accuracy, and payroll cutoff compliance.",Async,T&M,Hour,Staff Accountant,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-HR-001-01-01,CAT-HR-001,CAT-HR-001,MSP Operations,"Operate managed service provider (MSP) workflows for contingent labor, including requisition intake, VMS administration, and supplier performance tracking. The primary frontline role is an MSP Program Coordinator. SLAs commonly include requisition cycle time, fill-rate tracking, and billing/data accuracy in the VMS.",Async,T&M,Hour,All listed HR roles (avg band),Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-HR-001-01-02,CAT-HR-001,CAT-HR-001,Temp Staffing Services,"Coordinate temporary staffing fulfillment by sourcing/dispatching short-term workers and managing schedules and onboarding steps. The primary frontline role is a Staffing Coordinator. SLAs typically include time-to-fill, attendance/attrition tracking, and onboarding completion timeliness.",Async,T&M,Hour,All listed HR roles (avg band),Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-HR-002-01-01,CAT-HR-002,CAT-HR-002,Compensation & HR Consulting Services,"Provide the 'Compensation & HR Consulting Services' service as an outsourced workflow within the HR Advisory domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Benefits_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-HR-002-01-02,CAT-HR-002,CAT-HR-002,Workforce Planning & Forecasting Services,"Provide the 'Workforce Planning & Forecasting Services' service as an outsourced workflow within the HR Advisory domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Benefits_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-HR-003-01-01,CAT-HR-003,CAT-HR-003,Executive Search Services,"Provide the 'Executive Search Services' service as an outsourced workflow within the Talent Acquisition domain. The primary frontline role is a specialist aligned to this workflow. SLAs typically cover turnaround time, quality/accuracy, and throughput or availability metrics appropriate to the service.",Async,T&M,Hour,Benefits_Specialist,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-HR-003-01-02,CAT-HR-003,CAT-HR-003,Recruitment Process Outsourcing (RPO),"Deliver end-to-end recruiting support including sourcing, screening, interview coordination, and offer process administration. The primary frontline role is a Recruiter or Recruiting Coordinator. SLAs commonly include time-to-fill milestones, candidate pipeline throughput, and hiring manager satisfaction.",Async,T&M,Hour,Recruiter,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
ST-HR-004-01-01,CAT-HR-004,CAT-HR-004,Benefits Administration BPO,"Administer employee benefits transactions such as enrollments, life-event changes, and carrier file updates using HRIS and benefits platforms. The primary frontline role is a Benefits Administrator. SLAs commonly include transaction turnaround time, data accuracy, and first-contact resolution for benefits inquiries.",Async,T&M,Hour,HR_Administrator,Standard,,,,,,MEDIUM,UNKNOWN,,Standard,,,,,
