Service_Type_ID,SubCategory_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence
ST-PS-003-01-02,CAT-PS-003-01,Growth Strategy,Growth strategy and planning,N/A,T&M,Hour,Marketing_Specialist,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-003-01-03,CAT-PS-003-01,Market Entry Strategy,New market entry planning,N/A,T&M,Hour,Marketing_Specialist,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-003-01-04,CAT-PS-003-01,M&A Strategy,Merger and acquisition strategy,N/A,PPU,Transaction,Marketing_Specialist,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-003-02-01,CAT-PS-003-02,Digital Strategy,Digital transformation strategy,N/A,T&M,Hour,Marketing_Specialist,None,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-004-01-01,CAT-PS-004-01,Operating Model Design,Operating model design and optimization,N/A,T&M,Hour,Research_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-004-01-02,CAT-PS-004-01,Process Optimization,Business process optimization,N/A,T&M,Hour,Research_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-004-02-01,CAT-PS-004-02,Supply Chain Consulting,Supply chain optimization consulting,N/A,T&M,Hour,Research_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-004-01-03,CAT-PS-004-01,Change Management,Organizational change management,N/A,T&M,Hour,Research_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-004-02-02,CAT-PS-004-02,Technology Implementation,Technology implementation consulting,N/A,T&M,Hour,Research_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-004-01-04,CAT-PS-004-01,Cost Transformation,Cost reduction and optimization,N/A,T&M,Hour,Research_Analyst,L1-L3,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-005-01-01,CAT-PS-005-01,Product Design Engineering,Product design and development,N/A,T&M,Hour,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-005-01-02,CAT-PS-005-01,Mechanical Design,Mechanical engineering design services,N/A,T&M,Hour,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-005-01-03,CAT-PS-005-01,Electrical Design,Electrical engineering design services,N/A,T&M,Hour,Consultant,L1-L4,,Processing,24hr processing,Compliance,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-005-02-01,CAT-PS-005-02,Embedded Systems Development,Embedded systems development,N/A,T&M,Hour,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-005-01-04,CAT-PS-005-01,CAD/CAM Services,CAD/CAM design services,N/A,T&M,Hour,Consultant,L1-L4,,Turnaround,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-005-02-02,CAT-PS-005-02,Simulation/Analysis,Engineering simulation and analysis,N/A,PPU,Case,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-005-02-03,CAT-PS-005-02,V&V Testing,Verification and validation testing,N/A,PPU,Transaction,Consultant,L1-L4,,Processing,24hr processing,Compliance,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-006-01-01,CAT-PS-006-01,UX/UI Design,User experience and interface design,N/A,T&M,Hour,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-006-02-01,CAT-PS-006-02,Service Design,Service design and customer journey mapping,N/A,T&M,Hour,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-006-01-02,CAT-PS-006-01,Brand Identity,Brand identity design,N/A,T&M,Hour,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-006-01-03,CAT-PS-006-01,Graphic Design,Graphic design services,N/A,T&M,Hour,Consultant,L1-L4,,Processing,24hr processing,CSAT,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-007-01-01,CAT-PS-007-01,Consumer Research,Consumer and market research,N/A,PPU,Project,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-007-01-02,CAT-PS-007-01,Brand Tracking,Brand tracking and measurement,N/A,PPU,Transaction,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-007-01-03,CAT-PS-007-01,Product Testing,Product and concept testing,N/A,PPU,Project,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-007-02-01,CAT-PS-007-02,CX Research,Customer experience research,N/A,PPU,Project,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-PS-007-01-04,CAT-PS-007-01,Competitive Intelligence,Competitive intelligence services,N/A,Fixed_Monthly,Month,Consultant,L1-L4,,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM
ST-FR-001-01-01,CAT-FR-001-01,Janitorial Services,Daily janitorial and cleaning services,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-001-01-02,CAT-FR-001-01,Reception Services,Front desk and reception services,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-001-01-03,CAT-FR-001-01,Pest Control,Integrated pest management services,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-001-01-04,CAT-FR-001-01,Landscaping,Grounds maintenance and landscaping,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-001-01-05,CAT-FR-001-01,Waste Management,Waste collection and recycling services,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-001-01-06,CAT-FR-001-01,Window Cleaning,Interior/exterior window cleaning,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-002-01-01,CAT-FR-002-01,Lease Administration,Lease document management and tracking,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-002-02-01,CAT-FR-002-02,Property Accounting,Property-level accounting services,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-002-01-02,CAT-FR-002-01,Common Area Management,Common area maintenance and management,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,CSAT,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-002-02-02,CAT-FR-002-02,Capital Planning,Facility condition assessment and planning,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-003-01-01,CAT-FR-003-01,HVAC Maintenance,HVAC preventive maintenance and repairs,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-003-01-02,CAT-FR-003-01,Electrical Systems,Electrical system maintenance,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-003-01-03,CAT-FR-003-01,Plumbing Systems,Plumbing maintenance and repairs,Async,PPU,Month,Facilities_Coordinator,None,15,Response,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-003-01-04,CAT-FR-003-01,Fire/Life Safety,Fire and life safety system maintenance,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-003-01-05,CAT-FR-003-01,Elevator Maintenance,Elevator and vertical transport maintenance,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-003-02-01,CAT-FR-003-02,BAS Management,Building automation system management,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-003-01-06,CAT-FR-003-01,Generator/UPS Maintenance,Emergency power system maintenance,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-003-02-02,CAT-FR-003-02,Energy Management,Energy optimization and management,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-004-01-01,CAT-FR-004-01,Uniformed Officers,Security officer staffing,Async,T&M,Hour,Facilities_Coordinator,None,15,Response,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-004-01-02,CAT-FR-004-01,Access Control,Access control system management,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-004-01-03,CAT-FR-004-01,Video Surveillance,CCTV monitoring and management,Async,PPU,Transaction,Facilities_Coordinator,None,15,Response,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-004-01-04,CAT-FR-004-01,Mobile Patrol,Mobile security patrol services,Async,PPU,Transaction,Facilities_Coordinator,None,15,Response,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-004-01-05,CAT-FR-004-01,Event Security,Event security services,Async,PPU,Case,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-004-02-01,CAT-FR-004-02,Emergency Management,Crisis and emergency management,Async,PPU,Month,Facilities_Coordinator,None,15,Response,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-005-01-01,CAT-FR-005-01,Cafe Management,Cafeteria and food service management,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,CSAT,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-005-01-02,CAT-FR-005-01,Vending Services,Vending machine services,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-005-01-03,CAT-FR-005-01,Micro-Market Services,Unattended retail market services,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-005-01-04,CAT-FR-005-01,Executive Dining,Executive dining and catering,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-005-01-05,CAT-FR-005-01,Coffee Services,Coffee and beverage services,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-006-01-01,CAT-FR-006-01,Mailroom Operations,Mailroom services and management,Async,PPU,Month,Facilities_Coordinator,None,15,Turnaround,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-006-01-02,CAT-FR-006-01,Shipping Services,Outbound shipping services,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-006-01-03,CAT-FR-006-01,Digital Mailroom,Digital mail scanning and distribution,Async,PPU,Transaction,Facilities_Coordinator,None,15,Turnaround,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-006-01-04,CAT-FR-006-01,Receiving Operations,Receiving and dock operations,Async,PPU,Transaction,Facilities_Coordinator,None,15,Turnaround,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-007-01-01,CAT-FR-007-01,Space Planning,Space planning and design services,Async,T&M,Hour,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-007-01-02,CAT-FR-007-01,Move Management,Office moves and relocations,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,CSAT,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-007-02-01,CAT-FR-007-02,Meeting Room Management,Meeting room scheduling and services,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,CSAT,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-008-01-01,CAT-FR-008-01,Sustainability Reporting,ESG and sustainability reporting,Async,PPU,Transaction,Facilities_Coordinator,None,15,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-FR-008-01-02,CAT-FR-008-01,Recycling Management,Recycling program management,Async,PPU,Month,Facilities_Coordinator,None,15,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM
ST-SC-001-01-01,CAT-SC-001-01,Strategic Sourcing,Strategic sourcing and category management,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-001-01-02,CAT-SC-001-01,Category Management,Ongoing category management and optimization,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Compliance,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-001-02-01,CAT-SC-001-02,Spend Analysis,Procurement spend analysis,Async,PPU,Case,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-001-01-03,CAT-SC-001-01,Supplier Qualification,Supplier qualification and onboarding,Async,PPU,Case,Logistics_Coordinator,None,10,Turnaround,24hr processing,Compliance,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-002-01-01,CAT-SC-002-01,PO Processing,Purchase order processing,Async,PPU,Transaction,Logistics_Coordinator,None,10,Turnaround,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-001-02-02,CAT-SC-001-02,Tail Spend Management,Low-value purchase management,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Compliance,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-001-01-04,CAT-SC-001-01,Supply Chain Contract Management,Supplier contract management,Async,PPU,Month,Logistics_Coordinator,None,10,Processing,24hr processing,Compliance,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-001-02-03,CAT-SC-001-02,Supplier Risk Assessment,Supplier risk evaluation,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-003-01-01,CAT-SC-003-01,Freight Forwarding,International freight forwarding,Async,PPU,Transaction,Logistics_Coordinator,None,10,Delivery,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-003-01-02,CAT-SC-003-01,LTL Shipping,Less-than-truckload shipping,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-003-01-03,CAT-SC-003-01,FTL Shipping,Full truckload shipping,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-003-02-01,CAT-SC-003-02,Intermodal Transportation,Intermodal transportation services,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-003-03-01,CAT-SC-003-03,Last Mile Delivery,Final mile delivery services,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,CSAT,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-003-01-04,CAT-SC-003-01,Expedited Shipping,Time-critical expedited shipping,Async,PPU,Transaction,Logistics_Coordinator,None,10,Delivery,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-003-01-05,CAT-SC-003-01,Lead Logistics Provider,4PL logistics management,Async,Fixed_Monthly,Month,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-004-01-01,CAT-SC-004-01,Pick and Pack,Order picking and packing,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-004-01-02,CAT-SC-004-01,Receiving/Put-Away,Warehouse receiving and storage,Async,PPU,Transaction,Logistics_Coordinator,None,10,Turnaround,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-004-01-03,CAT-SC-004-01,Pallet Storage,Pallet storage services,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-004-01-04,CAT-SC-004-01,Kitting/Assembly,Kitting and light assembly,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-004-01-05,CAT-SC-004-01,Cross-Docking,Cross-dock and flow-through,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-004-02-01,CAT-SC-004-02,eCommerce Fulfillment,eCommerce order fulfillment,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-004-01-06,CAT-SC-004-01,Climate-Controlled Storage,Temperature-controlled warehousing,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Compliance,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-005-01-01,CAT-SC-005-01,TMS Operations,Transportation management system operations,Async,Fixed_Monthly,Month,Logistics_Coordinator,None,10,Processing,24hr processing,Accuracy,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
ST-SC-005-01-02,CAT-SC-005-01,Freight Audit & Payment,Freight invoice audit and payment,Async,PPU,Transaction,Logistics_Coordinator,None,10,Processing,24hr processing,Error_Rate,95% accuracy,,,"DHL,XPO,UPS,FedEx,C.H. Robinson",MEDIUM
