Service_Type_ID,Category_Code,Parent_Category_Code,Service_Type_Name,Description,Delivery_Channel,Primary_Pricing_Model,Benchmark_Unit,Frontline_Agent_Type,Managed_Service_Load,Tier_Structure,Default_AHT_Minutes,SLA_Timeliness_Type,SLA_Timeliness_Default,SLA_Quality_Type,SLA_Quality_Default,Required_Modifiers,Optional_Modifiers,Typical_Vendors,Confidence,AHT_Data_Tier,AHT_Source,Complexity_Tier,Resource_Unit_Name,Typical_Volume_Low,Typical_Volume_High,Confidence_Score
ST-CO-007-01-04,CAT-CO-007-01,CAT-CO-007,Chatbot Management,AI chatbot configuration and optimization,Voice,Fixed_Monthly,Month,Sales_Support_Agent,Standard,,10.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-008-01-01,CAT-CO-008-01,CAT-CO-008,Social Customer Service,Customer support via social media channels,Voice,PPU,Transaction,Specialist_Agent,Standard,L1-L3,15.0,Response,"<1hr response, CSAT targets",CSAT,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-008-02-01,CAT-CO-008-02,CAT-CO-008,Social Monitoring,Social media listening and brand monitoring,Voice,Fixed_Monthly,Month,Specialist_Agent,Standard,L1-L3,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-008-01-02,CAT-CO-008-01,CAT-CO-008,Community Management,Online community moderation and engagement,Voice,Fixed_Monthly,Month,Specialist_Agent,Standard,L1-L3,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-CO-008-01-03,CAT-CO-008-01,CAT-CO-008,Review Response,Responding to online reviews,Voice,PPU,Transaction,Specialist_Agent,Standard,L1-L3,15.0,Response,"<24hr response, rating improvement",Accuracy,95% accuracy,,,"Teleperformance,Concentrix,TTEC,Alorica,TaskUs",HIGH,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-PS-001-01-01,CAT-PS-001-01,CAT-PS-001,Document Review,Legal document review for litigation and regulatory matters,,PPU,Transaction,Management_Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-001-01-02,CAT-PS-001-01,CAT-PS-001,eDiscovery Processing,Electronic discovery processing and hosting,,PPU,Month,Management_Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-001-02-01,CAT-PS-001-02,CAT-PS-001,Legal Research,Legal research and writing services,,T&M,Hour,Management_Consultant,Standard,L1-L4,10,Turnaround,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-001-02-02,CAT-PS-001-02,CAT-PS-001,Contract Review,Contract review and abstraction services,,PPU,Month,Management_Consultant,Standard,L1-L4,10,Turnaround,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-001-02-03,CAT-PS-001-02,CAT-PS-001,CLM Support,Contract lifecycle management support,,Fixed_Monthly,Month,Management_Consultant,Standard,L1-L4,10,Processing,24hr processing,Compliance,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-001-03-01,CAT-PS-001-03,CAT-PS-001,Patent Prosecution,Patent application preparation and prosecution,,PPU,Transaction,Management_Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-001-03-02,CAT-PS-001-03,CAT-PS-001,Trademark Management,Trademark portfolio management,,PPU,Transaction,Management_Consultant,Standard,L1-L4,10,Processing,24hr processing,Compliance,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-001-01-03,CAT-PS-001-01,CAT-PS-001,Litigation Support,Litigation support services,,PPU,Case,Management_Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-001-02-04,CAT-PS-001-02,CAT-PS-001,Legal Transcription,Legal transcription services,,T&M,Hour,Management_Consultant,Standard,L1-L4,10,Turnaround,24hr processing,Accuracy,99% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-001-02-05,CAT-PS-001-02,CAT-PS-001,Due Diligence Support,M&A due diligence support,,PPU,Transaction,Management_Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-01-01,CAT-PS-002-01,CAT-PS-002,Media Planning,Media strategy and planning services,,PPU,Transaction,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-01-02,CAT-PS-002-01,CAT-PS-002,Media Buying,Media buying and placement,,Gainshare,Month,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-02-01,CAT-PS-002-02,CAT-PS-002,Digital Advertising,Digital advertising campaign management,,PPU,Transaction,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-02-02,CAT-PS-002-02,CAT-PS-002,SEO Services,Search engine optimization services,,Fixed_Monthly,Month,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-02-03,CAT-PS-002-02,CAT-PS-002,Social Media Marketing,Social media marketing management,,Fixed_Monthly,Month,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-02-04,CAT-PS-002-02,CAT-PS-002,Content Marketing,Content marketing strategy and execution,,Fixed_Monthly,Month,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-01-03,CAT-PS-002-01,CAT-PS-002,Brand Strategy,Brand strategy development,,T&M,Hour,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-01-04,CAT-PS-002-01,CAT-PS-002,Creative Campaign Development,Creative campaign development,,PPU,Transaction,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-01-05,CAT-PS-002-01,CAT-PS-002,PR Services,Public relations and communications,,Fixed_Monthly,Month,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-02-05,CAT-PS-002-02,CAT-PS-002,Influencer Marketing,Influencer marketing management,,PPU,Transaction,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-02-06,CAT-PS-002-02,CAT-PS-002,Email Marketing,Email marketing campaign management,,PPU,Transaction,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-002-03-01,CAT-PS-002-03,CAT-PS-002,Marketing Analytics,Marketing analytics and reporting,,Fixed_Monthly,Month,Attorney,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-003-01-01,CAT-PS-003-01,CAT-PS-003,Corporate Strategy Consulting,Corporate strategy development,,T&M,Hour,Marketing_Specialist,Standard,,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-003-01-02,CAT-PS-003-01,CAT-PS-003,Growth Strategy,Growth strategy and planning,,T&M,Hour,Marketing_Specialist,Standard,,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-003-01-03,CAT-PS-003-01,CAT-PS-003,Market Entry Strategy,New market entry planning,,T&M,Hour,Marketing_Specialist,Standard,,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-003-01-04,CAT-PS-003-01,CAT-PS-003,M&A Strategy,Merger and acquisition strategy,,PPU,Transaction,Marketing_Specialist,Standard,,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-003-02-01,CAT-PS-003-02,CAT-PS-003,Digital Strategy,Digital transformation strategy,,T&M,Hour,Marketing_Specialist,Standard,,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-004-01-01,CAT-PS-004-01,CAT-PS-004,Operating Model Design,Operating model design and optimization,,T&M,Hour,Research_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-004-01-02,CAT-PS-004-01,CAT-PS-004,Process Optimization,Business process optimization,,T&M,Hour,Research_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-004-02-01,CAT-PS-004-02,CAT-PS-004,Supply Chain Consulting,Supply chain optimization consulting,,T&M,Hour,Research_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-004-01-03,CAT-PS-004-01,CAT-PS-004,Change Management,Organizational change management,,T&M,Hour,Research_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-004-02-02,CAT-PS-004-02,CAT-PS-004,Technology Implementation,Technology implementation consulting,,T&M,Hour,Research_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-004-01-04,CAT-PS-004-01,CAT-PS-004,Cost Transformation,Cost reduction and optimization,,T&M,Hour,Research_Analyst,Standard,L1-L3,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-005-01-01,CAT-PS-005-01,CAT-PS-005,Product Design Engineering,Product design and development,,T&M,Hour,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-005-01-02,CAT-PS-005-01,CAT-PS-005,Mechanical Design,Mechanical engineering design services,,T&M,Hour,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-005-01-03,CAT-PS-005-01,CAT-PS-005,Electrical Design,Electrical engineering design services,,T&M,Hour,Consultant,Standard,L1-L4,10,Processing,24hr processing,Compliance,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-005-02-01,CAT-PS-005-02,CAT-PS-005,Embedded Systems Development,Embedded systems development,,T&M,Hour,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-005-01-04,CAT-PS-005-01,CAT-PS-005,CAD/CAM Services,CAD/CAM design services,,T&M,Hour,Consultant,Standard,L1-L4,10,Turnaround,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-005-02-02,CAT-PS-005-02,CAT-PS-005,Simulation/Analysis,Engineering simulation and analysis,,PPU,Case,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-005-02-03,CAT-PS-005-02,CAT-PS-005,V&V Testing,Verification and validation testing,,PPU,Transaction,Consultant,Standard,L1-L4,10,Processing,24hr processing,Compliance,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-006-01-01,CAT-PS-006-01,CAT-PS-006,UX/UI Design,User experience and interface design,,T&M,Hour,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-006-02-01,CAT-PS-006-02,CAT-PS-006,Service Design,Service design and customer journey mapping,,T&M,Hour,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-006-01-02,CAT-PS-006-01,CAT-PS-006,Brand Identity,Brand identity design,,T&M,Hour,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-006-01-03,CAT-PS-006-01,CAT-PS-006,Graphic Design,Graphic design services,,T&M,Hour,Consultant,Standard,L1-L4,10,Processing,24hr processing,CSAT,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-007-01-01,CAT-PS-007-01,CAT-PS-007,Consumer Research,Consumer and market research,,PPU,Project,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-007-01-02,CAT-PS-007-01,CAT-PS-007,Brand Tracking,Brand tracking and measurement,,PPU,Transaction,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-007-01-03,CAT-PS-007-01,CAT-PS-007,Product Testing,Product and concept testing,,PPU,Project,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-007-02-01,CAT-PS-007-02,CAT-PS-007,CX Research,Customer experience research,,PPU,Project,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-PS-007-01-04,CAT-PS-007-01,CAT-PS-007,Competitive Intelligence,Competitive intelligence services,,Fixed_Monthly,Month,Consultant,Standard,L1-L4,10,Processing,24hr processing,Accuracy,95% accuracy,,,"McKinsey,BCG,Bain,Deloitte,Accenture",MEDIUM,UNKNOWN,,Standard,,,,
ST-FR-001-01-01,CAT-FR-001-01,CAT-FR-001,Janitorial Services,Daily janitorial and cleaning services,Async,PPU,Transaction,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-001-01-02,CAT-FR-001-01,CAT-FR-001,Reception Services,Front desk and reception services,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-001-01-03,CAT-FR-001-01,CAT-FR-001,Pest Control,Integrated pest management services,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-001-01-04,CAT-FR-001-01,CAT-FR-001,Landscaping,Grounds maintenance and landscaping,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-001-01-05,CAT-FR-001-01,CAT-FR-001,Waste Management,Waste collection and recycling services,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-001-01-06,CAT-FR-001-01,CAT-FR-001,Window Cleaning,Interior/exterior window cleaning,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-002-01-01,CAT-FR-002-01,CAT-FR-002,Lease Administration,Lease document management and tracking,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-002-02-01,CAT-FR-002-02,CAT-FR-002,Property Accounting,Property-level accounting services,Async,PPU,Transaction,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-002-01-02,CAT-FR-002-01,CAT-FR-002,Common Area Management,Common area maintenance and management,Async,PPU,Transaction,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,CSAT,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-002-02-02,CAT-FR-002-02,CAT-FR-002,Capital Planning,Facility condition assessment and planning,Async,PPU,Transaction,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-003-01-01,CAT-FR-003-01,CAT-FR-003,HVAC Maintenance,HVAC preventive maintenance and repairs,Async,PPU,Transaction,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-003-01-02,CAT-FR-003-01,CAT-FR-003,Electrical Systems,Electrical system maintenance,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-003-01-03,CAT-FR-003-01,CAT-FR-003,Plumbing Systems,Plumbing maintenance and repairs,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-003-01-04,CAT-FR-003-01,CAT-FR-003,Fire/Life Safety,Fire and life safety system maintenance,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-003-01-05,CAT-FR-003-01,CAT-FR-003,Elevator Maintenance,Elevator and vertical transport maintenance,Async,PPU,Transaction,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-003-02-01,CAT-FR-003-02,CAT-FR-003,BAS Management,Building automation system management,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-003-01-06,CAT-FR-003-01,CAT-FR-003,Generator/UPS Maintenance,Emergency power system maintenance,Async,PPU,Transaction,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-003-02-02,CAT-FR-003-02,CAT-FR-003,Energy Management,Energy optimization and management,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-004-01-01,CAT-FR-004-01,CAT-FR-004,Uniformed Officers,Security officer staffing,Async,T&M,Hour,Facilities_Coordinator,Standard,,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-004-01-02,CAT-FR-004-01,CAT-FR-004,Access Control,Access control system management,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Compliance,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-004-01-03,CAT-FR-004-01,CAT-FR-004,Video Surveillance,CCTV monitoring and management,Async,PPU,Transaction,Facilities_Coordinator,Standard,,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-004-01-04,CAT-FR-004-01,CAT-FR-004,Mobile Patrol,Mobile security patrol services,Async,PPU,Transaction,Facilities_Coordinator,Standard,,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-004-01-05,CAT-FR-004-01,CAT-FR-004,Event Security,Event security services,Async,PPU,Case,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-004-02-01,CAT-FR-004-02,CAT-FR-004,Emergency Management,Crisis and emergency management,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Response,24hr processing,Accuracy,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
ST-FR-005-01-01,CAT-FR-005-01,CAT-FR-005,Cafe Management,Cafeteria and food service management,Async,PPU,Month,Facilities_Coordinator,Standard,,15.0,Processing,24hr processing,CSAT,95% accuracy,,,"JLL,CBRE,Cushman & Wakefield,Sodexo,Aramark",MEDIUM,T4_WORKFLOW_ASSUMPTION,,Standard,,,,
